method,dataset,iter,sample_id,n_seeds,ca_rmsd_min,ca_rmsd_max,ca_rmsd_median,tm_score_min,tm_score_max,tm_score_median
hybrid_dplm2_650m,PDB_date,1,108/7T5H,10,4.246618560324852,14.442107247996962,9.901648497048345,0.5532828678482326,0.7262998537558654,0.6337564589873806
hybrid_dplm2_650m,PDB_date,1,108/7L71,10,1.377082202629769,2.538336822155713,1.7881956956479377,0.8920055209124622,0.94878165065138,0.9218385664387108
hybrid_dplm2_650m,PDB_date,1,229/7XC8,10,1.6182071091414845,2.4265890970100115,1.8451580593235515,0.9351503206640076,0.967705943657384,0.9547679870057039
hybrid_dplm2_650m,PDB_date,1,199/8AJP,10,0.904308724142377,1.605717754867258,1.1496259551119778,0.9035268474647272,0.9801765413983822,0.946169253321935
hybrid_dplm2_650m,PDB_date,1,199/7WVR,10,0.6660689041090011,1.2032286256313829,0.8170995833305079,0.9469986997470244,0.9936910716858288,0.9883427742551534
hybrid_dplm2_650m,PDB_date,1,182/7DCM,10,1.385402382492479,3.106978027776129,1.7012156441323625,0.8320243711078448,0.9372888189829496,0.9208968273190661
hybrid_dplm2_650m,PDB_date,1,182/8CNY,10,0.8266526094263476,0.913606233627507,0.8420057666182184,0.9699289246689856,0.9757223346771016,0.9744964504871501
hybrid_dplm2_650m,PDB_date,1,134/7KOM,10,0.8574184514308005,1.2467107327227562,0.9260594599209716,0.9445492015455368,0.9703577874537808,0.9626488768136261
hybrid_dplm2_650m,PDB_date,1,134/7VKG,10,0.7061539771897256,1.2008434296571928,0.8125546866311535,0.9572875073773844,0.9682872260745264,0.9620447865242303
hybrid_dplm2_650m,PDB_date,1,134/6YBC,10,0.9211548023003324,1.875433356742346,1.2339220729061569,0.899261980710383,0.9815525540369704,0.9598759671966152
hybrid_dplm2_650m,PDB_date,1,134/7TN4,10,0.3394787004002308,0.406457062355625,0.36115668783930793,0.9922051364297068,0.9941015650068084,0.9928647414116762
hybrid_dplm2_650m,PDB_date,1,91/8C9Y,10,1.0810261401722776,2.792948201012932,1.3555270176664482,0.8587114950125033,0.9566208784984754,0.9136458588925918
hybrid_dplm2_650m,PDB_date,1,244/7RP8,10,0.4086628133710533,0.4530640695146421,0.44118714958584193,0.992338733680038,0.9943329994614234,0.9935782701119763
hybrid_dplm2_650m,PDB_date,1,244/8HEA,10,1.0617759412984242,2.474618524079232,1.6687346882619796,0.9685987020016658,0.9891759208539556,0.9841402735144655
hybrid_dplm2_650m,PDB_date,1,143/8B2H,10,0.9361364954195266,1.8549426769363275,1.2734580600769856,0.9297957024958348,0.9888647975363992,0.9531377263606368
hybrid_dplm2_650m,PDB_date,1,162/7QFU,10,1.954875639646062,3.039053136853561,2.7996164216948127,0.921400767338768,0.9616474715602178,0.9463262945324697
hybrid_dplm2_650m,PDB_date,1,162/7L37,10,0.4250652145824991,0.5021779293301174,0.5021779293301174,0.9954881428212732,0.9970179114097408,0.9954881428212732
hybrid_dplm2_650m,PDB_date,1,162/8H3I,10,1.3577820218138634,3.572577614725211,1.8444888713454861,0.8358815949522402,0.9518388142350058,0.9116467534824875
hybrid_dplm2_650m,PDB_date,1,162/8G8K,10,2.590534772955752,15.692700324523802,5.553329541898734,0.4238582108701461,0.9488536786664344,0.7674739378618967
hybrid_dplm2_650m,PDB_date,1,152/8PX5,10,2.86849798702396,7.317729386272104,4.678134022855259,0.8347539529762834,0.9761224571420144,0.8826657092912862
hybrid_dplm2_650m,PDB_date,1,268/7FBG,10,0.7382048597034649,1.2671751795062285,0.8481870985433755,0.9664681077348932,0.98483219504098,0.9798039324987167
hybrid_dplm2_650m,PDB_date,1,129/6WEB,10,0.3707449989207345,0.4041969423233708,0.3707449989207345,0.9960192591387332,0.996723834201716,0.996723834201716
hybrid_dplm2_650m,PDB_date,1,248/8AU6,10,1.9453195226126103,19.42900405811464,2.9514644357445725,0.4726409159789831,0.9288670447768154,0.852137396292356
hybrid_dplm2_650m,PDB_date,1,339/7QXV,10,0.9474205433645926,1.838755774999118,1.0978122836294286,0.9773236575228502,0.9905058394914432,0.9869985298903536
hybrid_dplm2_650m,PDB_date,1,339/7EET,10,1.647123842954162,3.129185402000048,2.4764703330308424,0.8510433841393579,0.9710004161461556,0.8859912368123838
hybrid_dplm2_650m,PDB_date,1,167/7TX4,10,0.5506739333966716,1.7584464820347585,0.9246288073291264,0.917209124850423,0.9846538576140584,0.9658107788956116
hybrid_dplm2_650m,PDB_date,1,133/7XW1,10,0.7702910509852507,1.245979743093698,1.107419757943553,0.936067192730306,0.9737430623784096,0.9565197598122355
hybrid_dplm2_650m,PDB_date,1,133/7RTX,10,0.7765190578057517,1.2263075408712552,0.8905912856445617,0.9676345102352002,0.9918637542836954,0.989462416464209
hybrid_dplm2_650m,PDB_date,1,133/8BJE,10,1.1894688460319192,1.3431456062624378,1.2599839208268262,0.9649309992621816,0.987725742159148,0.9793245561235866
hybrid_dplm2_650m,PDB_date,1,290/7O8B,10,0.4968717060981963,0.6239839673925667,0.5232864667188968,0.993373761211106,0.9949761999001346,0.9943875174265828
hybrid_dplm2_650m,PDB_date,1,290/8WL5,10,1.7344662424943729,3.605125475858866,2.668849969814139,0.9469764500177626,0.9718924281484056,0.955417522632612
hybrid_dplm2_650m,PDB_date,1,158/7AOJ,10,2.8148851780638866,10.990466068794346,7.1583371767597255,0.791797338254442,0.904716618947234,0.8462683463518338
hybrid_dplm2_650m,PDB_date,1,158/8BTX,10,14.797356732158688,18.66510819891965,18.272011169959736,0.4925962618331514,0.5095080259586388,0.4931807008140049
hybrid_dplm2_650m,PDB_date,1,103/8ILZ,10,0.742433923853874,6.786445072005221,3.480119079507616,0.9594504790741258,0.9922925366882284,0.9873362391365157
hybrid_dplm2_650m,PDB_date,1,103/7SYB,10,0.4997284213730865,1.7120178380687463,0.9422533753058833,0.9001273325437185,0.9887916277274148,0.9540202251989528
hybrid_dplm2_650m,PDB_date,1,149/7PAC,10,1.5600237248406363,2.241312744492932,1.6655258594996858,0.9293269873435208,0.9801580179723216,0.9668370453365145
hybrid_dplm2_650m,PDB_date,1,149/7ZHD,10,0.9681164207476392,1.187218729682339,1.0866663052722019,0.9505072284174452,0.9745143392342852,0.9639155547951033
hybrid_dplm2_650m,PDB_date,1,170/8BBM,10,15.798790118066028,18.62827955443436,17.663284562982923,0.5492598317180482,0.7463314783812703,0.574922851081511
hybrid_dplm2_650m,PDB_date,1,170/7VU8,10,1.5289207624528487,2.2163976504702907,1.8800751634723443,0.8515118914754746,0.9189953406989868,0.8913273285658654
hybrid_dplm2_650m,PDB_date,1,237/8A5C,10,1.5689180684292896,4.789372212847194,3.3234726156363323,0.8451347432279176,0.9338239675086596,0.9039624330591651
hybrid_dplm2_650m,PDB_date,1,237/6Z3E,10,2.085812923291825,3.873627763270142,2.505065556316976,0.9348685580260327,0.9571754874945948,0.9469768672503251
hybrid_dplm2_650m,PDB_date,1,237/8I7Q,10,1.309624529891628,1.7097269752121156,1.4017478526103822,0.9808536099746514,0.9886841843386128,0.9847506328230957
